name,region,website,address,phone
"Optovo-Roznichnyy Tsentr""Stroitel'nyy Dvor """,Вологодская область,vk.com,"пл. Свободы, 7, Сокол, Вологодская обл., Русија, 162130",+7 900 505-80-80
Stroitel'naya Barakholka,Вологодская область,vk.com,"ул. Ленинградская, 95, Вологда, Вологодская обл., Русија, 160034",+7 900 505-80-80
Zavkhoz,Вологодская область,vk.com,"ул. Клубова, 25/25, Вологда, Вологодская обл., Русија, 160000",+7 817 221-78-36
Оптима+,Вологодская область,vk.com,"yлица Карла Маркса, 89, Вологда, Вологодская обл., Русија, 160029",+7 817 227-99-27
Tiberg,Вологодская область,tiberg.ru,"ул. Ленинградская, 71, ДЦ «Парус», Вологда, Русија, 160017",+7 817 227-99-27
МЕТРИКА № 62,Вологодская область,tiberg.ru,"Окружное ш., 12, Вологда, Вологодская обл., Русија, 160028",+7 800 775-77-33
Stroymaster,Вологодская область,tiberg.ru,"Ленина, 5А, Молочное, Вологодская обл., Русија, 160555",+7 911 511-30-57
Stroitel'nyy Dvorik,Вологодская область,tiberg.ru,"Связистов ул, 10А, Сямжа, Вологодская обл., Русија, 162220",+7 900 502-02-23
Park,Вологодская область,tiberg.ru,"ТЦ ""Макси"", ул. Некрасова, 23, Вологда, Вологодская обл., Русија, 160019",+7 817 251-64-08
Shurup,Вологодская область,tiberg.ru,"ул. Возрождения, д. 49, Вологда, Вологодская обл., Русија, 160000",+7 999 791-26-21
Master,Вологодская область,tiberg.ru,"ул. Орешкова, 9, Сокол, Вологодская обл., Русија, 162138",+7 999 791-26-21
Vso Dlya Stroitel'stva I Remonta,Вологодская область,tiberg.ru,"ул. Ленинградская, 61, Вологда, Вологодская обл., Русија, 160017",+7 817 252-90-84
"Aplayn, Optovo-Roznichnyy Tsentr",Вологодская область,apline35.ru,"Пошехонское ш., 18, Вологда, Вологодская обл., Русија, 160022",+7 817 254-15-98
Stroymarket Lider,Вологодская область,lider35.ru,"ул. Преображенского, 28с6, Вологда, Вологодская обл., Русија, 160000",+7 817 252-05-20
"Magazin ""Raduzhnyy""",Вологодская область,vk.com,"ул. Коммунистическая, 72, Белозерск, Вологодская обл., Русија, 161200",+7 900 542-54-06
Akson,Вологодская область,akson.ru,"ул. Рыбинская, 59, Череповец, Вологодская обл., Русија, 162609",+7 820 220-18-88
Evrika,Вологодская область,akson.ru,"ул. Герцена, 118, Вологда, Вологодская обл., Русија, 160000",+7 921 234-70-73
Ideas for home,Вологодская область,idd35.ru,"ул. Преображенского, 35, Кириллов, Вологодская обл., Русија, 161100",+7 817 573-20-10
"Baza ""Gvozd'""",Вологодская область,idd35.ru,"ул. Химиков, 7, Череповец, Вологодская обл., Русија, 162600",+7 820 224-83-77
Vologodskiy Tsentr Inertnykh Materialov,Вологодская область,idd35.ru,"ул. Мира, 82, Вологда, Вологодская обл., Русија, 160009",+7 817 221-51-29
"Ooo ""Stroygarant""",Вологодская область,stroygarant-35.ru,"2А, Яконское, Вологодская обл., Русија, 162677",+7 820 249-00-92
"Ooo ""Lesotek""",Вологодская область,stroygarant-35.ru,"ул. Преображенского, д. 22А, Вологда, Вологодская обл., Русија, 160025",+7 921 127-56-89
Old Khottabych,Архангельская область,stroygarant-35.ru,"ул. Архангельская, 15А, Череповец, Вологодская обл., Русија, 162603",+7 820 226-09-79
Tsentrsnab,Вологодская область,stroygarant-35.ru,"Зосимовская ул., 7, Вологда, Вологодская обл., Русија, 160000",+7 817 272-40-22
Magazin Tekhtsentr,Вологодская область,stroygarant-35.ru,"Парковая, 6д, Сямжа, Вологодская обл., Русија, 162220",+7 921 061-87-43
Sotsial'nyy,Вологодская область,stroygarant-35.ru,"ул. Текстильщиков, 16, Вологда, Вологодская обл., Русија, 160033",+7 817 274-38-01
Festen,Вологодская область,сайдингввологде.рф,"ул. Преображенского, 22Б, Вологда, Вологодская обл., Русија, 160026",+7 921 122-12-22
"Stroitel'nyy Tsentr Ooo ""Stroygarant""",Вологодская область,stroygarant-35.ru,"ул. пр-т. Победы, 13, Череповец, Вологодская обл., Русија, 160000",+7 820 252-00-13
Idei Dlya Doma,Вологодская область,stroygarant-35.ru,"Sokol, Vologda Oblast, Русија, 162130",+7 820 252-00-13
Plintus-M,Вологодская область,plintus-m.ru,"Окружное ш., 18, Вологда, Вологодская обл., Русија, 160019",+7 911 501-26-06
Skorpion,Вологодская область,plintus-m.ru,"Благовещенская ул., 68, Вологда, Вологодская обл., Русија, 160004",+7 911 501-26-06
"Dom I Vso, Chto V Nom",Вологодская область,plintus-m.ru,"ул. Мира, 40, Вологда, Вологодская обл., Русија, 160009",+7 817 272-25-57
Khozmarket,Вологодская область,vk.com,"Ленина, 12, Молочное, Вологодская обл., Русија, 160555",+7 900 552-99-57
ИДЕЯ+,Вологодская область,vk.com,"ул. Маршала Конева, 24, Вологда, Вологодская обл., Русија, 160032",+7 817 273-95-11
Stroyopttorg Vystavochnyy Zal,Вологодская область,tdsot.ru,"ул. Преображенского, 18, Вологда, Вологодская обл., Русија, 160026",+7 817 252-02-02
Hammer and sickle,Вологодская область,tdsot.ru,"ул. Заречная, 3, Череповец, Вологодская обл., Русија, 162600",+7 820 255-65-43
Vologodskaya Kommercheskaya Kompaniya,Вологодская область,lider35.ru,"ул. Преображенского, 28 строение 1, Вологда, Вологодская обл., Русија, 160026",+7 817 252-00-51
"Stroymaterialy Plyus, Ooo",Вологодская область,nerud35.ru,"Окружное ш., 1, Вологда, Вологодская обл., Русија, 160028",+7 921 129-72-91
Леруа Мерлен,Вологодская область,cherepovets.leroymerlin.ru,"просп. Октябрьский, 23, Череповец, Вологодская обл., Русија, 162609",+7 800 700-00-99
Khozyayushka,Вологодская область,cherepovets.leroymerlin.ru,"ул. Мира, 42, Вологда, Вологодская обл., Русија, 160001",+7 800 700-00-99
Skht,Вологодская область,cherepovets.leroymerlin.ru,"Syamzha, Vologda Oblast, Русија, 162220",+7 800 100-00-71
Lotos,Вологодская область,cherepovets.leroymerlin.ru,"ул. Моченкова, 12, Череповец, Вологодская обл., Русија, 162600",+7 820 229-52-93
Keramik Grup,Вологодская область,керамикгруп.рф,"Фетисов Арены, СТ Ландыш 67 район Спутник и, Владивосток, Вологодская обл., Русија, 162265",+7 908 992-00-13
Zvezdnyy,Вологодская область,strojmag35.ru,"просп. Советский, 81, Череповец, Вологодская обл., Русија, 162622",+7 820 255-07-58
"Td ""Snabzhenets""",Вологодская область,volsnab.ru,"ул. Саммера, 62, Вологда, Вологодская обл., Русија, 160014",+7 817 227-37-01
Vash Dom,Вологодская область,volsnab.ru,"Syamzha, Vologda Oblast, Русија, 162220",+7 817 227-37-01
Kontinent,Вологодская область,kontinent.ru,"ул. Горького, 129А, Вологда, Вологодская обл., Русија, 160029",+7 817 228-59-10
Novyy Vek,Вологодская область,vek-vologda.ru,"ул. Возрождения, д. 47, Вологда, Вологодская обл., Русија, 160028",+7 817 251-07-60
Zvozdnyy,Вологодская область,strojmag35.ru,"просп. Шекснинский, 25В, Череповец, Вологодская обл., Русија, 162609",+7 820 220-11-00
Masterok,Вологодская область,vk.com,"32, Ленинградская ул., Харовск, Вологодская обл., Русија, 162250",+7 921 062-44-60
Instrumen,Вологодская область,vk.com,"ул. Пионерская, 28/6, Череповец, Вологодская обл., Русија, 162604",+7 911 506-05-86
Magazin Master,Вологодская область,vk.com,"161560, Россия, ул. Пограничная, 38, Тарногский Городок, Вологодская обл., Русија, 161560",+7 911 506-05-86
Remontik,Вологодская область,vk.com,"yлица Карла Маркса, 91/1, Вологда, Вологодская обл., Русија, 160029",+7 911 506-05-86
Aspekt,Вологодская область,vk.com,"Ust'e, Vologda Oblast, Русија, 161140",+7 817 532-22-58
Instrument,Вологодская область,vk.com,"ТЦ ""Умелец"", ул. Воровского, 29, Вологда, Вологодская обл., Русија, 160000",+7 817 221-01-60
Tigi Knauf,Вологодская область,vk.com,"Первомайская ул., 15, Череповец, Вологодская обл., Русија, 162612",+7 820 224-70-92
Magazin Khoroshiy Ip Nekrasov M.o.,Вологодская область,maxnekrasov1998060.wixsite.com,"ул. Первомайская, дом 3, Липин Бор, Вологодская обл., Русија, 161250",+7 953 521-78-80
"Stolyarof""",Вологодская область,maxnekrasov1998060.wixsite.com,"ул. Калинина, 30, Сокол, Вологодская обл., Русија, 162139",+7 953 521-78-80
Parket-Tsentr,Вологодская область,maxnekrasov1998060.wixsite.com,"ул. Маршала Конева, 24, Вологда, Вологодская обл., Русија, 160032",+7 817 274-23-78
Black cat,Вологодская область,maxnekrasov1998060.wixsite.com,"ул. Северная, 3, Цокольный этаж, Вологда, Вологодская обл., Русија, 160000",+7 820 250-83-81
Sarayka,Вологодская область,maxnekrasov1998060.wixsite.com,"Пошехонское шоссе 48, Вологда, Вологодская обл., Русија, 160000",+7 817 271-63-82
Ekonomstroy,Вологодская область,econom35.ru,"ул. Пионерская, 16А, Череповец, Вологодская обл., Русија, 162600",+7 820 273-37-34
master house,Вологодская область,motoblok-vologda.ru,"Козленская ул., 134, Вологда, Вологодская обл., Русија, 160012",+7 817 275-73-37
shop Ekonomstroy,Вологодская область,econom35.ru,"ул. максима горького, 85, Череповец, Вологодская обл., Русија, 162614",+7 820 250-60-40
Home master,Вологодская область,econom35.ru,"ТК ""Мир"", ул. пр-т. Победы, 95, Череповец, Вологодская обл., Русија, 162605",+7 900 535-36-06
Partner,Вологодская область,econom35.ru,"Первомайская ул., 42, Череповец, Вологодская обл., Русија, 162612",+7 820 224-14-17
Torgovyy Tsent Sever,Архангельская область,econom35.ru,"Архангельская ул., 23, Харовск, Вологодская обл., Русија, 162250",+7 817 322-23-02
Finnkolor,Вологодская область,finncolor.ru,"ул. Чернышевского, 120г, Вологда, Вологодская обл., Русија, 160019",+7 817 270-02-57
Pervyy Stroitel'nyy Komissionnyy,Вологодская область,vk.com,"ул. Гагарина, 89, Вологда, Вологодская обл., Русија, 160028",+7 817 250-29-02
Teplosfera,Вологодская область,teplosfera.ru,"ул. Гоголя, 60А, Череповец, Вологодская обл., Русија, 162603",+7 820 226-22-62
Santekhnika,Вологодская область,teplosfera.ru,"ул. Преображенского, 28, Вологда, Вологодская обл., Русија, 160026",+7 820 226-22-62
Tts Domovonok,Вологодская область,teplosfera.ru,"ул, Молодежная, 26, Сямжа, Вологодская обл., Русија, 162220",+7 953 500-46-53
Shop Building Materials,Псковская область,orbita-stroy.pskov.ru,"Строительный центр ""Орбита"", Инженерная ул., 11А, Псков, Псковская обл., Русија, 180021",+7 811 279-33-85
Novostroy Magazin Stroitel'nykh Materialov,Псковская область,orbita-stroy.pskov.ru,"ул. 25 Октября, 91/93, Остров, Псковская обл., Русија, 181350",+7 900 992-40-03
"Sneus, Magazin Stroitel'nykh Tovarov",Псковская область,orbita-stroy.pskov.ru,"ул. Леона Поземского, 92, Псков, Псковская обл., Русија, 180680",+7 921 215-29-80
"EUROMIX, магазин строительных материалов",Псковская область,orbita-stroy.pskov.ru,"корп. 1, ул. Леона Поземского, 123-а, 1 этаж, рынок Невский, Псков, Псковская обл., Русија, 180000",+7 921 000-29-02
"Stroitel'nyy Magazin ""Kvartalstroy""",Псковская область,orbita-stroy.pskov.ru,"Коммунальная ул., 86, Псковская обл., Русија, 182330",+7 921 000-29-02
Stroitel'nyy Magazin Raypo,Псковская область,pskovcoop.ru,"Novorzhev, Pskov Oblast, Русија, 182440",+7 921 000-29-02
Prorab,Псковская область,pskovcoop.ru,"ул. Ижорского Батальона, 24, Псков, Псковская обл., Русија, 180020",+7 811 260-21-00
"999 Melochey, Magazin Stroitel'nykh Tovarov",Псковская область,pskovcoop.ru,"Алмазная ул., 3, Псков, Псковская обл., Русија, 180680",+7 811 279-35-43
Giperstroy60 Almaznaya Stroitel'nyy Magazin,Псковская область,pskovcoop.ru,"ул. Леона Поземского, 92, Пав. 28, Псков, Псковская обл., Русија, 180006",+7 811 270-05-26
"Magazin Stroykhoztovarov ""Rusich""",Псковская область,pskovcoop.ru,"ул. Энергетиков, 4, Родина, Псковская обл., Русија, 182711",+7 811 270-05-26
"Stroitel'nyy Magazin ""Uyut""",Псковская область,pskovcoop.ru,"Рабоче-Крестьянская ул., 67, Новоржев, Псковская обл., Русија, 182440",+7 900 998-34-25
999 details,Псковская область,999-m.ru,"Строительный рынок на Алмазной, ул. Леона Поземского, 92к7, отдел 7, Псков, Псковская обл., Русија, 180006",+7 811 279-36-97
"Magazin Stroitel'nykh Materialov, Ip Khmel'nitskaya Ye.ye.",Псковская область,999-m.ru,"ул. Леона Поземского, 92, Псков, Псковская обл., Русија, 180000",+7 953 241-28-80
"Yenot, Internet-Magazin Stroitel'nykh Materialov",Псковская область,999-m.ru,"Коммунальная ул., 52, Псков, Псковская обл., Русија, 180024",+7 911 373-67-01
Stroybaza Na Belinskogo,Псковская область,stroybaza60.ru,"ул. Белинского, 74А, Псков, Псковская обл., Русија, 180019",+7 811 275-48-60
"Ruletka, Magazin Stroitel'nykh Tovarov",Псковская область,stroybaza60.ru,"ул. Воровского, 6, Псков, Псковская обл., Русија, 180000",+7 811 266-50-32
"Shop ""Construction""",Псковская область,stroybaza60.ru,"ул. Бундзена, 182710, Псковская обл., Русија, 182711",+7 811 369-38-00
"Magazin Stroitel'nykh Tovarov, Ip",Псковская область,stroybaza60.ru,"ул. Мебельная, 1-А, Порхов, Псковская обл., Русија, 182620",+7 811 342-44-52
Orbita,Псковская область,orbita-stroy.pskov.ru,"Инженерная ул., 11А, Псков, Псковская обл., Русија, 180021",+7 811 253-87-06
Stroitel'nyye I Otdelochnyye Materialy,Псковская область,orbita-stroy.pskov.ru,"ул.Набережная, д.12а, Новоржев, Псковская обл., Русија, 182440",+7 900 991-02-01
Magazin Rezonans,Псковская область,orbita-stroy.pskov.ru,"Псковская ул., 12, Пыталово, Псковская обл., Русија, 181410",+7 811 472-20-90
Stroykrep,Псковская область,msm60.ru,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92, павильон 28, секция 4, Псков, Псковская обл., Русија, 180006",+7 811 270-03-58
Udachnyy Gnom,Псковская область,msm60.ru,"Железнодорожная ул., 44А, Псков, Псковская обл., Русија, 180004",+7 811 273-10-47
Rakurs,Псковская область,msm60.ru,"Pижский пр-т., 9, Псков, Псковская обл., Русија, 180007",+7 811 256-43-40
Stroyka S Nami,Псковская область,msm60.ru,"Октябрьский пр., 54, Псков, Псковская обл., Русија, 180004",+7 960 225-05-05
Практик,Псковская область,praktik60.ru,"ул. Ижорского Батальона, 24, Псков, Псковская обл., Русија, 180020",+7 811 270-07-70
Stroybaza Na Almaznoy,Псковская область,msm60.ru,"ул. Леона Поземского дом92, корп. 1 92, ул. Леона Поземского, 92, Псков, Псковская обл., Русија, 180006",+7 921 215-71-12
Rezonans,Псковская область,rezonans60.ru,"ул. Николая Васильева, 69А, Псков, Псковская обл., Русија, 180014",+7 811 262-34-30
"Peredelkino, Magazin Stroitel'nykh Tovarov",Псковская область,rezonans60.ru,"Заводской пер., 6, Остров, Псковская обл., Русија, 181350",+7 811 523-41-47
Praktik,Псковская область,praktik60.ru,"Neelovo-1, Pskov Oblast, Русија, 180502",+7 911 367-62-81
"Stroybaza ""Starorusskaya""",Псковская область,stroybazaporhov.ru,"Поиск по сайту, Старорусская ул., 37, Порхов, Псковская обл., Русија, 182620",+7 911 884-08-68
Vso I Crazu,Псковская область,stroybazapskov.ru,"ул. Советской Армии, 60, Псков, Псковская обл., Русија, 180004",+7 811 273-11-57
"Stroitel'nyy Magazin ""Yevroremont"" Keramicheskaya Plitka, Laminat, Toplyy Pol Termoregulyatory, Dveri.",Псковская область,vk.com,"ул. Леона Поземского дом92, корп. 1 92, Псков, Псковская обл., Русија, 180006",+7 900 990-00-87
I.p.sokolov,Псковская область,vk.com,"ул. 1 Мая, 19, Остров, Псковская обл., Русија, 181350",+7 811 523-29-86
"Master Plyus, Magazin Stroitel'nykh Tovarov",Псковская область,vk.com,"Красной Армии пл., 1, Порхов, Псковская обл., Русија, 182620",+7 811 342-18-08
"Magazin ""Domina""",Псковская область,vk.com,"ул. Леона Поземского, 92, Псков, Псковская обл., Русија, 180006",+7 911 392-42-48
Ooo Promekstra,Псковская область,prom-extra.ru,"ул. Леона Поземского, 92, Псков, Псковская обл., Русија, 180006",+7 811 270-07-30
Delovoy,Псковская область,delo60.ru,"ул. Гагарина, д. 13В, Псков, Псковская обл., Русија, 180004",+7 911 692-58-04
Stroymarket ''gvozd''',Псковская область,delo60.ru,"ул. 25 Октября, 6, Остров, Псковская обл., Русија, 181350",+7 911 692-58-04
Arkada,Псковская область,2gis.ru,"ул. Чехова, 1А, Псков, Псковская обл., Русија, 180016",+7 811 257-61-45
Stroyservis,Псковская область,2gis.ru,"ТК ""Мир строительных материалов"" на Алмазной, ул. Леона Поземского, 92, павильон 2, секция 22, Псков, Псковская обл., Русија, 180006",+7 811 279-30-36
Stroybaza Rizhskaya,Псковская область,2gis.ru,"Рижская ул., дом 11, Печоры, Псковская обл., Русија, 181500",+7 811 482-20-84
Magazin Instrumentov I Sadovoy Tekhniki,Псковская область,2gis.ru,"ул. Псковская, 5, Печоры, Псковская обл., Русија, 181500",+7 811 482-20-84
"Tsentr Stroiteley I Sdovodov ""Rezonans-Dachnik""",Псковская область,2gis.ru,"ул. Воровского, Псков, Псковская обл., Русија, 180000",+7 811 266-78-73
Stroyrynok,Псковская область,2gis.ru,"Алмазная ул., 3, Псков, Псковская обл., Русија, 180006",+7 811 279-36-97
Kvartalstroy,Псковская область,vk.com,"1мая, 19а, Опочка, Псковская обл., Русија, 182330",+7 911 691-66-61
Vso Dlya Remonta I Novostroyki,Псковская область,vk.com,"ул. Яна Фабрициуса, 3А, Псков, Псковская обл., Русија, 180017",+7 911 382-40-36
Mezhventsovyy Uteplitel' Dlya Srubov Domov I Ban',Псковская область,vk.com,"ул. Шоссейная, 1А, Псков, Псковская обл., Русија, 180006",+7 911 890-78-39
СтройEvroБлок,Псковская область,vk.com,"Pskov, Pskov Oblast, Русија, 180006",+7 960 222-33-43
Stroyka,Псковская область,stroikaost.ru,"ул. Карла Маркса, 9, Остров, Псковская обл., Русија, 181350",+7 981 352-07-05
"""Yevroremont""",Псковская область,stroikaost.ru,"Pskov, Pskov Oblast, Русија, 180006",+7 900 990-00-87
Magazin Krepezh,Псковская область,stroikaost.ru,"ул. Леона Поземского, 102, Псков, Псковская обл., Русија, 180006",+7 811 250-00-96
"Ooo ""Samstroy""",Псковская область,stroikaost.ru,"ТК ""Мир строительных материалов"" на Алмазной, ул. Леона Поземского, 92, отдел 2А, Псков, Псковская обл., Русија, 180006",+7 911 691-13-25
Pilomaterialy,Псковская область,stroikaost.ru,"Unnamed Road, Мешток, Псковская обл., Русија, 182440",+7 921 219-97-40
Stroymaterialy I Mebel',Псковская область,stroikaost.ru,"Интернациональная ул., Дедовичи, Псковская обл., Русија, 182710",+7 921 219-97-40
Lesotorgovaya Baza Sm Pskov,Псковская область,smles-pskov.ru,"ул. Леона Поземского, 92/29, Псков, Псковская обл., Русија, 180016",+7 921 609-53-76
"Magazin Krepezha I Ruchnogo Instrumenta, Ooo Al'fa Krepezh",Псковская область,smles-pskov.ru,"г, ул. Леона Поземского, дом № 123А, Псков, Псковская обл., Русија, 180006",+7 811 272-27-18
Teplokhranitel',Псковская область,teplohranitel.com,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92к5, Псков, Псковская обл., Русија, 180006",+7 811 279-30-35
shop Hammer,Псковская область,rus.sika.com,"Белорусская ул., 20, Пыталово, Псковская обл., Русија, 181410",+7 921 504-10-20
Metiz,Псковская область,pskovmetiz.ru,"Гражданская ул., 5, Псков, Псковская обл., Русија, 180000",+7 811 262-19-20
Partnor,Псковская область,santekspskov.ru,"Pижский пр-т., 7/31А, 2 этаж, Псков, Псковская обл., Русија, 180007",+7 811 256-93-77
Pskovskiy Dom,Псковская область,pskovmetiz.ru,"Коммунальная ул., 73А, Псков, Псковская обл., Русија, 180024",+7 811 255-82-61
Elektromarket,Псковская область,electromarket-im.ru,"ул. Юбилейная, 40А, Псков, Псковская обл., Русија, 180024",+7 921 114-65-67
"Filial Ooo ""Yarmarka Parketa"" V G.pskov",Псковская область,parket-sale.ru,"ул. Рокоссовского, 40В, Псков, Псковская обл., Русија, 180025",+7 811 258-00-59
Magiya Ognya - G. Ostrov,Псковская область,mirpechek.ru,"ул. Урицкого, д.5, Остров, Псковская обл., Русија, 181350",+7 905 295-53-95
Kirpichnyy Tsentr,Псковская область,braerpskov.ru,"ул. Леона Поземского, 123а, к.1, Псков, Псковская обл., Русија, 180020",+7 811 275-11-25
StalinPskov,Псковская область,stalinpskov.ru,stalinpskov.ru,+7 911 371-90-20
Tsentr Stroitel'nykh Tekhnologiy,Псковская область,stalinpskov.ru,"Красноармейская ул., 26, Псков, Псковская обл., Русија, 180016",+7 811 272-21-20
"Zavod Krovel'nykh I Fasadnykh Sistem, Magazin-Salon, Porkhov",Псковская область,centerkrovel.ru,"Профсоюзная ул., 16б, Порхов, Псковская обл., Русија, 182620",+7 811 342-48-00
Kontinent Dverey,Псковская область,doors60.ru,"ул. Леона Поземского, Псков, Псковская обл., Русија, 180006",+7 992 291-92-44
Piramida,Псковская область,doors60.ru,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92к1, павильон 1, секция 5, Псков, Псковская обл., Русија, 180006",+7 811 279-35-69
Domolyuks,Псковская область,doors60.ru,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92, 4 павильон, отдел 39, Псков, Псковская обл., Русија, 180006",+7 811 279-35-71
Stroyza,Псковская область,msm60.ru,"ТК ""Мир строительных материалов на Алмазной, ул. Леона Поземского, 92к1, Псков, Псковская обл., Русија, 180006",+7 811 279-35-76
Magiya Ognya - G. Opochka,Псковская область,mirpechek.ru,"ул. 1 Мая, д.19, Опочка, Псковская обл., Русија, 182330",+7 811 382-44-86
BOSICOM,Псковская область,vk.com,"ул. Калинина, Остров, Псковская обл., Русија, 181350",+7 953 251-82-81
Stroybaza Rezonans,Псковская область,rezonans60.ru,"Псковский пер., Псков, Псковская обл., Русија, 180006",+7 811 270-07-39
"Oboyma, Magazin Oboyev",Псковская область,rezonans60.ru,"Конная ул., 2, Псков, Псковская обл., Русија, 180000",+7 811 256-03-29
STIHL,Псковская область,vk.com,"ул. 128 Стрелковой Дивизии, 13, Псков, Псковская обл., Русија, 180017",+7 811 272-32-01
Al'fa-Layn,Псковская область,vk.com,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92, павильон 1, секция 17А, Псков, Псковская обл., Русија, 180006",+7 811 260-86-50
"Ooo ""Giperstroy60""",Псковская область,vk.com,"ул. Леона Поземского, 123-А, Офис 4, Псков, Псковская обл., Русија, 180006",+7 811 275-13-39
Santeks,Псковская область,vk.com,"ТК ""Мир строительных материалов на Алмазной, ул. Леона Поземского, 92к3, отдел 29, Псков, Псковская обл., Русија, 180006",+7 811 279-31-36
areal plus,Псковская область,vk.com,"ул. Юбилейная, 36, Псков, Псковская обл., Русија, 180016",+7 811 255-33-30
Stroybaza Ugrada,Псковская область,ngorod60.ru,"д.Уграда 26, Псков, Псковская обл., Русија, 180502",+7 811 250-02-50
Stal' Td,Псковская область,staltd.ru,"ТК ""Мир строительных материалов"" на Алмазной, ул. Леона Поземского, 92к29, павильон 29, Псков, Псковская обл., Русија, 180006",+7 811 270-06-22
"Magazin ""Parma""",Псковская область,staltd.ru,"Советская ул., 9Б, Бежаницы, Псковская обл., Русија, 182840",+7 811 412-19-39
Мастер,Псковская область,masterts.ru,"Рижский проспект, 88, Псков, Псковская обл., Русија, 180024",+7 811 244-44-45
Derevyannyy Ray,Псковская область,masterts.ru,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92, Псков, Псковская обл., Русија, 180006",+7 811 279-35-79
"Ooo ""Profsantekh""",Псковская область,masterts.ru,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92, 20 павильон, Псков, Псковская обл., Русија, 180006",+7 811 279-35-79
"Zavod Krovel'nykh I Fasadnykh Sistem, Magazin-Salon, Pushkinskiye Gory",Псковская область,centerkrovel.ru,"ул. Ленина, 18, Пушкинские Горы, Псковская обл., Русија, 181370",+7 811 469-30-10
Keramiks,Псковская область,vk.com,"Алмазная ул., 1, Псков, Псковская обл., Русија, 180006",+7 811 270-24-00
Zelenyy Mir,Псковская область,zelmir12.ru,"Старорусская ул., 37, Порхов, Псковская обл., Русија, 182620",+7 911 884-63-62
Домострой,Псковская область,zelmir12.ru,"Вокзальная ул., 48, Псков, Псковская обл., Русија, 180004",+7 811 262-28-71
Dachnaya Pokupka,Псковская область,u-pokupka.ru,"ТК ""Мир строительных материалов на Алмазной"", ул. Леона Поземского, 92, 4 павильон, отдел 36А, Псков, Псковская обл., Русија, 180006",+7 811 270-20-44
"Center for roofing and facade systems, Shop - Salon",Псковская область,centerkrovel.ru,"ул. Леона Поземского, д. 92 ТК «Мир строительных материалов», павильон № 7, Псков, Псковская обл., Русија, 180000",+7 811 222-04-44
Vse Dlya Doma,Псковская область,centerkrovel.ru,"ул. Кузбасской Дивизии, дом 19, Псков, Псковская обл., Русија, 180024",+7 800 301-88-23
"Stroitel'nyy Magazin ""Usad'ba""",Новгородская область,vk.com,"Октябрьская ул., 4, Малая Вишера, Новгородская обл., Русија, 174260",+7 931 850-57-97
Tetris,Новгородская область,tetrisvn.ru,"ул. Нехинская, 12, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 228-00-00
Komfort,Новгородская область,bazacomfort.ru,"Сырковское ш., 10, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 262-18-43
Stroitel'nyy-2,Новгородская область,bazacomfort.ru,"Khvoynaya, Novgorod Oblast, Русија, 174581",+7 816 262-18-43
Stroybaza Pankovka,Новгородская область,bazacomfort.ru,"17, п, Строительная ул., Панковка, Новгородская обл., Русија, 173526",+7 816 268-53-53
Kompozit,Псковская область,kompozitvn.ru,"Псковская, 59А, Великий Новгород, Новгородская обл., Русија, 173015",+7 816 277-80-41
"Remeslo, Baza Stroitel'nykh Materialov",Новгородская область,kompozitvn.ru,"ул. Революции, 89, Малая Вишера, Новгородская обл., Русија, 174260",+7 816 603-60-13
"Magazin ""Stroitel'""",Новгородская область,shop.kamen53.ru,"Новгородская ул., 68, Сольцы, Новгородская обл., Русија, 175040",+7 953 906-75-08
"Magazin Stroitel'nykh Tovarov ""Stroitel'naya 2""",Новгородская область,shop.kamen53.ru,"ул. Строительная, 2, Парфино, Новгородская обл., Русија, 175130",+7 816 506-32-63
"Stroitel', Magazin",Новгородская область,shop.kamen53.ru,"пл. Свободы, 3-А, Валдай, Новгородская обл., Русија, 175400",+7 816 662-43-60
Gamma,Новгородская область,shop.kamen53.ru,"ул. Щусева, 7А, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 264-48-40
Construction base,Новгородская область,shop.kamen53.ru,"пр. Александра Корсунова, 14с, Великий Новгород, Новгородская обл., Русија, 173025",+7 816 299-84-93
Мегаполис,Новгородская область,megapolis53.ru,"ул. Рабочая, 11 корпус 1, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 268-50-48
Stroysnab,Новгородская область,stroysnab.com,"ул. Рабочая, 39, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 264-05-70
Slavyanskiy Stil',Новгородская область,slavyanstil.ru,"49К-13, Малая Вишера, Новгородская обл., Русија, 174260",+7 921 024-39-83
Stroitel'nyy Magazin Dizayn,Новгородская область,vk.com,vk.com,+7 816 595-41-48
Stroykom,Новгородская область,stroycom53.ru,"Мусы Джалиля-Духовская ул., 23, Великий Новгород, Новгородская обл., Русија, 173003",+7 816 277-50-80
